tsne-2d-one,tsne-2d-two,cluster
-34.537163,13.413901,1
-12.704424,-22.923891,1
8.043278,-14.897688,2
17.233501,34.215656,3
11.88774,8.917501,3
7.0630217,33.89304,3
39.093693,12.524821,0
-26.077534,28.97808,1
-7.894962,1.0231792,2
-34.538364,13.415599,1
-12.165272,-8.955671,2
-12.806419,-27.363785,2
22.37209,-10.527209,2
-11.448391,-20.483376,1
22.32908,0.3496335,2
-20.719076,-13.227629,1
2.8281703,-25.57118,2
-73.72765,-0.11163375,4
10.148847,-27.145596,2
-26.389675,4.210751,1
7.5853987,-32.208122,2
-54.82083,24.184376,4
-19.532675,-28.263018,2
-47.285748,3.0953777,4
7.4568877,-32.206055,2
8.456665,9.983985,3
-10.622361,3.8847623,1
-64.59149,-16.317741,4
3.1857429,-35.642628,2
-57.80441,-15.036423,4
-24.078455,31.810621,1
15.658932,-34.96112,2
-10.98989,-2.270878,1
31.022118,5.269811,0
-1.5893333,-23.391563,2
16.197838,20.419453,3
-44.67028,3.9529028,1
6.312183,-38.194836,2
-65.25577,-16.947716,4
61.013676,15.688806,0
-74.49322,4.297685,4
7.530792,6.424889,2
19.987656,-30.040699,2
-16.103376,-14.533482,1
-56.741608,-3.5925825,4
5.065284,8.73885,3
30.705034,-2.842335,0
51.14444,10.933421,0
3.6793928,14.346879,3
29.488903,2.93448,0
26.610708,-10.522871,2
-23.989733,15.661905,1
37.18377,13.766757,0
-14.044716,1.047518,1
31.385866,15.209696,3
-16.05981,35.22249,1
-71.34833,3.915534,4
-51.731697,-6.0871186,4
8.294072,20.280315,3
39.371876,19.309546,0
27.582163,3.5763988,2
50.35622,31.802141,0
17.631716,-7.025535,2
-63.98416,-16.259453,4
50.3564,31.802094,0
-32.117073,11.548259,1
-27.080313,-21.570074,1
-57.160614,-3.3847091,4
24.190447,-20.03894,2
-1.7676127,-17.705748,2
-0.86624,2.5526924,2
0.84260356,-17.165184,2
-51.835976,10.368117,4
7.086532,21.97641,3
34.963627,-17.471369,0
-30.281422,15.551823,1
11.371771,2.595264,3
40.623024,-24.374786,2
-75.01357,6.157826,4
-11.158975,-8.081031,1
29.452827,37.010067,3
29.997719,21.513485,2
6.3891993,-38.523174,2
42.206123,22.68227,0
15.40567,24.70889,3
36.079422,10.277876,2
-47.28605,3.0963786,4
-7.5923357,7.2272105,1
-7.8921385,-10.010809,2
-74.49439,-0.0862045,4
36.080814,10.277551,2
33.928383,-15.6684475,0
13.976429,-26.55798,2
-2.4077585,-12.688658,2
-27.157318,21.075752,1
-25.4445,10.829549,1
12.433886,-25.171888,2
20.14628,-1.6906816,2
-19.066631,-21.315762,1
23.583956,-22.842815,2
55.928116,7.9686666,0
17.783916,-32.835644,2
-76.58723,-1.1051997,4
-15.511886,-19.975563,2
11.358209,39.564117,3
4.6783423,2.6827304,3
-3.921663,1.0810648,2
-12.670058,-17.320528,2
32.488937,19.321392,0
-49.02144,-13.768343,4
-7.2371387,-38.877254,2
-72.30263,-4.9637575,4
-15.678285,-14.435113,2
-30.863785,-8.594028,1
8.042415,-14.897852,2
17.618986,-8.853291,2
11.845242,-37.34699,2
-69.57463,8.189822,4
41.61079,9.680107,0
-75.014496,6.1577554,4
-46.44222,-3.109774,4
-37.05474,-10.997561,1
45.488045,6.7743707,0
-28.613132,-28.99853,1
22.641115,-5.799435,2
28.763832,-16.327904,2
-30.862497,-8.593444,1
-1.5023078,-15.971552,2
17.722334,11.410478,3
-61.329754,10.814495,4
-14.4794445,38.66503,3
23.177319,-0.04384058,2
-14.986739,-11.610253,1
-3.428922,1.8648379,3
-5.379611,-16.297026,2
20.954071,6.478236,2
4.6783605,2.6827211,3
-18.956673,-18.53299,1
-26.779718,16.873068,1
-19.194458,-22.064608,1
8.86065,-39.83065,2
-65.993454,5.7858415,4
-13.542696,17.991695,3
2.1845963,-21.166327,2
-49.42747,5.021586,4
-25.457548,10.821924,1
22.959608,-36.843258,2
49.757053,12.366325,0
27.560537,-0.056443308,2
-19.954775,5.0855565,3
-4.2349405,33.94385,3
22.525595,-3.200135,2
-7.6198025,-29.787067,2
-34.26605,-19.3938,1
-22.565,11.191156,1
-18.297142,-15.909789,1
19.661646,-4.3222103,2
-42.641148,7.926698,1
-20.491282,-19.319544,1
13.938079,8.344728,3
42.276062,8.417384,0
2.693469,-19.538933,2
-9.955236,-6.415248,2
-67.40684,-10.466754,4
51.10815,8.807515,0
13.038972,12.352622,2
-20.421919,7.4422183,1
-61.547035,-14.927495,4
-55.277035,9.792876,4
11.775621,-28.164759,2
-52.84032,-13.128924,4
7.06315,33.89314,3
0.8430188,-6.602606,2
38.509296,12.583179,0
23.516956,6.590116,3
10.283779,15.87217,2
-39.113335,-3.2799478,1
-16.72175,-19.09644,2
6.3120084,9.625953,3
-2.9550478,-30.385633,2
24.695623,15.548975,3
-14.479677,38.664303,3
4.3087764,11.999694,3
6.4933186,5.9573293,2
13.5895,25.511581,3
-17.625587,5.467118,1
-11.996262,-7.9937744,1
-25.208286,-16.841806,1
-67.57504,-10.957286,4
-38.57593,16.363422,1
-55.299496,16.248287,4
72.885704,13.392772,0
-0.6667983,39.301956,2
13.764352,25.439493,3
1.8392354,-2.1287603,2
-30.298382,-0.52787036,1
-8.076686,-13.535632,2
-5.67706,6.364398,3
20.289402,26.178268,3
-17.735718,-12.394141,1
22.668146,-10.010554,2
21.683716,15.531156,0
2.1087177,-23.322374,2
24.21173,-12.46444,2
-72.24528,-2.1481247,4
-66.66313,5.279365,4
-3.1273794,-15.095188,2
21.492596,-45.707237,2
-29.986885,25.385906,1
3.651217,-38.01204,2
-16.591948,26.717852,3
-4.0557127,23.047304,3
29.160015,-1.5157157,2
3.9941833,13.48092,2
-20.047604,-10.019344,1
-13.548176,17.984585,3
8.469458,13.660259,3
-7.133664,-8.449847,2
-25.34041,14.822383,1
5.7523675,-21.820145,2
61.771072,15.52495,0
-0.5871882,-11.70407,2
-55.410923,16.527245,1
-33.486565,12.15411,1
6.9930987,-23.271889,2
47.81229,23.494358,0
4.4734,-30.391056,2
-20.815819,-0.13488889,1
9.871761,13.855,2
12.871707,14.610195,3
9.699734,14.083731,3
-1.1735069,-31.971624,2
-1.097935,-29.363657,2
12.18341,16.272663,3
57.42269,4.4722733,0
-7.7990904,-6.2789884,1
-11.402339,29.79169,3
-20.461704,21.319132,3
3.1846795,-35.643227,2
-68.930885,10.1744585,4
-34.37489,-19.279102,1
17.463165,8.879049,3
8.559616,9.09038,2
15.0897045,9.558907,3
8.911292,19.786127,3
52.583553,12.608821,0
-3.735194,-31.681244,2
2.0959764,-39.493134,2
-61.41206,-14.968477,4
-40.631588,-13.402426,1
-9.669739,11.808478,3
14.009659,-37.16023,2
2.250072,-29.387663,2
0.81025654,25.60639,3
12.819785,-18.540665,2
21.001493,24.388067,3
-64.70095,-14.26226,4
20.999966,24.388823,3
8.103972,15.867448,3
1.1091516,-6.609655,2
-32.96619,14.2390175,1
-53.887466,-14.0061245,4
-4.720712,24.605028,3
-1.7670468,-17.707762,2
8.383462,19.994635,3
24.012728,14.068387,3
14.418028,14.874447,3
5.1426306,19.960663,3
10.182449,21.49556,1
61.11835,14.816517,0
12.168131,16.157974,3
6.5424504,15.288608,3
4.051955,-24.087269,2
-33.135365,-0.4200171,1
-15.997179,23.127666,1
-19.577063,26.426151,1
9.905269,19.785463,2
45.435608,-18.386372,3
47.139748,-6.1602154,3
-62.689182,-0.7335475,4
11.349682,13.417512,2
-13.916276,32.10626,3
2.5756278,22.238817,3
53.440228,24.709944,0
17.9797,-2.0258038,2
-7.8932414,-10.010586,2
-64.481544,-15.413486,4
6.3784995,11.090663,3
22.630583,16.902056,3
24.20274,38.48097,3
-33.999996,28.912766,1
-35.34018,-15.729538,1
-46.75041,-2.5762668,4
-42.5893,3.7360678,1
52.166367,11.249216,0
-41.594135,-0.87255806,1
-66.0195,6.237652,4
-4.2799206,24.590437,3
16.493729,17.368088,3
-37.820942,27.649797,1
-21.242945,28.205177,1
59.004696,-4.5069656,0
54.745808,-9.213993,3
24.632051,1.0555086,2
-35.263603,7.073483,1
-29.262705,10.025993,1
23.20011,11.758659,3
-24.372103,-22.689777,1
-24.992947,38.591072,1
-46.83034,3.881244,4
-55.46921,5.1140656,4
-41.593735,-0.87246335,1
-71.660286,1.657273,4
-11.119289,-1.9406384,1
-63.97227,-15.08995,4
-54.24517,25.734259,4
14.827663,-20.178314,2
-72.4383,0.3000688,4
-9.835045,-10.277718,2
7.0192757,-23.195547,2
-63.434353,3.3171153,4
-58.261257,3.330354,4
0.14156848,-27.354202,2
43.074482,-6.969092,0
8.873986,30.45331,3
-21.574266,7.136507,1
52.368114,8.624722,0
-13.05475,-24.98845,2
-55.313393,16.583126,4
-45.30259,-5.613224,1
-34.540688,13.414878,1
50.649204,7.610224,0
-59.98164,9.286845,4
-35.36188,7.14075,4
-54.236492,20.90168,4
9.932738,13.964125,2
16.77949,-16.708603,3
68.025604,16.321922,0
-17.625444,5.4672146,1
-56.641293,15.979196,4
-49.42729,5.0218496,4
-13.475875,23.848894,3
-45.390594,1.435314,1
3.4279683,-28.487482,2
-40.123314,11.204087,1
10.148605,20.6533,2
31.523605,23.662134,2
64.42467,14.564785,0
-34.523678,22.843037,1
50.170025,1.4990325,0
-46.419228,-22.8172,1
-29.377127,24.525492,1
2.8245373,-19.903206,2
6.3878665,-38.523518,2
-46.345314,1.1427671,1
-53.37215,17.166117,4
5.2733555,22.458733,3
2.0463114,-8.6345415,2
-31.856405,27.294226,1
-4.762844,17.19294,3
-28.676023,9.9503975,1
16.757132,-40.269733,2
-7.387181,4.397481,1
-56.709316,-17.812946,4
20.146767,-1.6890637,2
7.3661275,12.212717,3
5.7442846,-22.512817,2
-53.373768,17.165415,4
-34.57258,10.219942,1
9.801791,27.223488,3
68.24416,17.084114,0
27.498154,13.278889,0
-2.0188808,-31.511045,2
-20.110596,31.24163,3
-49.236233,9.758205,4
-8.713085,-26.83796,1
-44.35024,8.120456,1
11.845154,-37.348377,2
-8.795451,4.6332774,1
65.65428,15.65044,0
16.757296,-40.26972,2
-37.57514,28.375069,1
15.5323515,16.142174,2
8.318762,11.76813,3
-5.6914806,2.6644707,2
-23.262356,27.958788,1
-40.55587,-18.477848,1
-3.4527814,5.884106,3
44.110073,-18.468502,0
2.6804354,18.17557,3
-4.551993,13.629057,3
-34.20988,-19.366587,1
-21.222662,27.035784,1
7.9721313,11.346823,3
-72.32049,0.2708663,4
27.644798,13.412648,0
6.9578934,-36.487503,2
3.188675,-35.64024,2
21.492596,-45.707237,2
17.783066,-32.835552,2
3.651074,-38.012978,2
-75.263336,-3.9431334,4
-78.55172,-6.503218,4
-26.526634,5.723735,1
-32.268288,13.816474,1
47.568844,18.369411,0
-64.18723,-5.776903,4
-12.128123,29.219965,3
62.42901,14.068524,0
-12.233973,10.449825,3
4.4444695,18.283169,3
7.1161733,-23.731411,2
-55.127308,22.475512,4
19.607147,14.348927,3
-34.769184,7.668295,1
47.49381,-8.846953,3
-37.15156,12.236996,1
-2.6725085,3.7868512,2
10.537123,-16.394842,2
-13.004121,1.2038466,3
60.958385,17.623808,0
55.263973,12.585098,0
-20.787588,29.346846,1
-16.445704,12.444844,1
-17.158024,16.40351,3
-11.194616,-21.007713,2
51.16032,10.1177025,0
-33.431858,39.79103,1
5.9474654,3.928275,3
-3.3314817,-30.686958,2
0.84081936,-17.165195,2
-74.99559,-7.47515,4
19.675371,18.452032,2
-11.444171,-20.478739,1
2.370243,-28.602879,2
-17.727911,11.92378,1
-25.95774,0.26692843,1
15.143125,26.290028,3
-41.84333,9.555065,1
-37.80929,27.812494,1
4.5045614,6.034944,3
-0.38161814,27.333315,3
27.608286,13.39267,2
-14.63589,7.2247014,3
-29.575132,9.884196,1
-61.558533,-14.898128,4
-4.9728556,21.01205,3
-71.987816,7.87384,4
26.510042,8.492207,2
-15.890408,22.618645,1
-10.922373,2.5364044,1
66.05805,16.021076,0
13.231763,12.11603,2
6.542747,15.311298,3
-71.737274,1.8927213,4
67.75278,16.022474,0
-5.246983,11.404889,3
-0.15114619,-24.945707,2
-29.088133,12.851599,1
-60.449867,-4.8246937,4
75.685974,-0.5973138,0
-55.149487,13.728439,4
0.1429062,-29.654425,2
-74.22485,-16.578842,4
13.137111,20.892763,3
-54.57381,17.395748,1
15.773927,17.598509,3
11.299803,28.034576,3
1.8458645,27.163336,3
-46.31192,-3.1500885,4
21.358192,16.51117,3
2.16903,-25.112694,2
-7.990954,5.3154135,3
24.202618,38.48081,3
14.035276,-37.22308,2
-60.89538,11.218589,4
49.38921,-6.104606,3
-12.124799,3.298481,1
-32.805832,18.449839,1
68.323006,16.290527,0
-20.095657,29.79634,3
-3.2217562,-27.76955,2
-18.749273,-1.580873,1
16.624474,-17.288,2
-17.822977,16.748207,3
7.0242767,23.942495,3
68.245705,16.290249,0
-7.736897,-26.65193,1
-8.998595,-2.0023386,2
7.3785853,13.5065365,1
-18.982077,21.694897,1
4.674012,0.2752671,3
-33.173725,10.4002285,1
51.628963,-3.6601458,3
0.6135597,-25.985106,2
14.659177,18.515797,3
5.846586,-33.766453,2
-24.107412,28.48903,1
11.777523,27.97631,2
55.44782,-5.4363356,0
-28.763205,13.205105,1
16.66366,14.642238,3
22.056116,0.5461945,2
-75.01587,6.1582646,4
-5.1765556,-5.5888042,3
0.86712056,18.759418,3
11.953351,14.150797,3
1.0639095,23.598698,3
-7.607821,28.434826,3
17.384426,-16.688663,2
-9.359223,9.046156,3
10.700048,20.069347,2
10.70036,20.06952,2
53.07482,-1.8052326,0
7.1227245,11.064418,2
-0.8929424,10.13728,3
-5.3801365,-16.297754,2
-23.227,3.1285095,1
15.329695,17.144495,2
2.0831153,-11.753846,3
8.918723,30.334473,3
2.4533856,5.48497,3
-3.28731,13.455928,3
-3.9436982,-14.973291,2
5.009861,19.977156,3
-56.801163,15.848033,4
-45.81757,5.994708,1
18.706263,-3.568636,2
45.823833,10.674562,0
75.5257,-0.8015996,0
9.308159,-1.7356924,2
27.840687,5.485611,0
-0.16209486,7.665408,3
34.226883,12.683231,0
11.256133,28.357292,3
68.056404,16.496992,0
27.168934,-4.9995365,2
15.354038,8.8392105,0
17.563206,-24.486164,2
-25.708254,4.581243,1
24.359133,15.062442,3
16.890774,-3.4419818,2
41.815235,-17.904135,3
-25.30313,7.2770495,1
53.42501,24.705183,0
-76.941925,-8.742398,4
58.13453,19.049288,0
68.48011,16.31762,0
-65.505585,6.957138,4
34.560715,10.916692,2
20.005465,-4.6684346,2
15.129045,11.396247,3
-51.034107,-4.276864,4
19.374437,10.756376,3
50.20036,-1.8401331,0
8.4997635,-5.1942058,3
-56.436775,-1.9989091,4
-34.726204,27.403017,1
-44.435303,8.963441,1
45.809715,-0.44534698,0
-6.1908236,-26.942802,1
-21.27019,-10.239446,1
-25.876846,-19.943102,1
-11.995489,32.614025,3
21.309177,11.0620165,3
40.1559,21.165794,0
0.5543151,7.8689203,3
-10.406142,34.0209,3
-3.4496586,-33.858395,2
-3.7127998,-31.659573,2
-45.185993,-3.135311,1
7.3009987,14.553503,3
3.1886735,-35.640488,2
63.08483,13.297075,0
10.912707,-17.41836,2
-43.11013,24.78718,1
47.766525,8.567977,0
-33.459805,29.178854,1
40.384705,12.655143,0
28.591963,-0.88236415,2
23.648483,14.275191,3
-6.060247,-2.8343923,1
-4.9693966,37.942772,3
-9.309364,-10.401382,2
-26.077757,28.977808,1
67.451225,16.05085,0
-31.586323,-16.266966,1
13.761053,21.46342,3
67.923294,15.961298,0
-67.59673,-4.6224513,4
15.904398,16.106052,3
-3.0198739,17.425074,3
-33.35075,25.554136,1
-45.5836,-3.051091,1
23.588877,-22.84204,2
-30.851156,13.325186,1
17.646334,2.4452307,2
-57.815556,-12.8602295,4
36.98939,1.8620232,0
-4.942742,-27.397278,2
33.561634,4.8819747,2
-76.59422,-5.0580335,4
34.11395,24.651049,2
-33.7998,-6.592748,1
-7.372822,-18.33966,2
43.161827,21.898933,0
17.859638,10.603161,2
10.279144,15.861876,2
38.99971,3.1515315,0
-17.717388,2.9119368,1
34.702103,-22.501902,0
-70.02253,5.3705688,4
4.9753656,-33.91292,2
-49.503746,1.5457102,4
-46.826138,-11.343474,4
-40.046772,-10.951005,1
-21.605854,-7.9709177,1
-33.521935,2.125792,1
-20.092203,29.797394,3
-64.8018,-16.33114,4
55.578255,13.899759,0
-19.104712,-10.084747,1
-11.095142,0.73554933,1
-70.16635,-8.6142235,4
23.647467,-13.392871,2
-49.49359,7.4969244,4
15.422956,32.62206,3
34.396202,-15.886027,0
-69.36921,0.06193694,4
56.78933,11.942339,0
-53.888245,-14.005457,4
-32.117863,11.546729,1
8.368351,-37.13839,2
16.621788,-34.25143,2
-37.24593,-5.167351,1
16.06583,-25.725315,2
-41.274403,8.234978,1
46.80868,-2.9902148,0
24.996885,4.504459,3
-29.781075,-7.4957604,1
2.0095396,7.452843,3
-0.5871998,-11.704027,2
13.978722,-26.559673,2
-46.55357,-12.5783,4
14.225154,-14.49886,3
8.849285,-29.939745,2
-13.279888,22.548204,3
18.724358,-23.925192,2
8.481214,2.444252,3
-8.2401285,21.447227,3
-68.578094,-12.360497,4
-31.396343,2.1400383,1
8.309076,-25.219612,2
39.113728,13.909666,2
2.230776,9.822557,3
13.789039,-35.16107,2
-37.309254,-8.601822,1
62.015972,15.874079,0
-12.928019,-30.71467,2
26.594994,-16.724997,2
40.5682,-0.25013882,0
21.032263,-7.9150567,2
-19.894196,-23.17299,1
23.799818,13.181303,3
72.30281,12.674068,0
14.098159,25.079031,3
13.992721,-20.944868,2
-9.13861,-5.1355586,2
-0.864251,11.062079,3
48.822838,11.823306,0
-28.519503,-11.152579,1
-25.95874,0.2659547,1
1.8009038,-12.584658,2
-9.825271,-10.279053,2
27.420025,1.2549767,3
25.50088,7.9671865,3
-10.687091,4.031239,1
-30.442087,-3.6959093,1
-45.535614,9.884754,4
-16.853926,12.953153,1
-13.970747,20.741627,3
-15.992528,35.293976,3
30.539515,-0.23162489,0
-8.758617,3.5705495,1
-37.388935,14.959862,1
-0.074185,7.150901,3
11.84512,-37.34741,2
-18.032646,33.91623,3
-19.069685,-21.314505,1
1.7883978,18.573952,3
-57.47986,-15.355793,1
32.0264,-6.6150637,0
-9.856379,21.673922,3
27.238419,-1.5628173,0
-54.68752,26.289722,4
-13.195121,17.690388,3
64.77964,15.185989,0
-17.301706,-6.269252,1
49.11854,-2.666269,0
-34.940002,3.3471289,1
47.195343,-1.1935788,0
-75.36302,0.74102014,4
-27.636627,-15.659359,1
17.162973,33.825706,3
35.92688,18.344917,2
-34.058258,19.662512,1
1.4486048,-28.617937,2
46.406826,8.432441,0
61.42839,6.4268847,0
-52.868206,25.898743,4
-43.957928,22.805489,1
-32.71079,-6.215656,1
-37.9631,-9.624787,1
-6.445636,15.795285,3
-4.7408657,27.173546,3
-8.691582,-3.4024642,2
-21.849934,18.08211,1
-37.2764,-9.082886,1
61.110565,12.786696,0
31.727755,-22.216179,0
0.85499704,-23.839544,2
-41.471714,19.69017,1
-26.588516,-3.3679914,1
24.370737,-7.122782,2
-9.833267,-23.625439,2
-15.07841,19.572575,3
44.50082,-0.69604325,0
12.204714,3.6222787,2
-40.37897,-15.99154,1
63.56125,5.9889674,0
65.0213,9.588194,0
-59.568424,-6.9200125,4
47.652336,0.72619027,0
-46.545506,14.148198,1
-7.8703003,25.566689,3
27.089506,-0.008596643,2
47.41349,2.376308,0
59.63074,2.947154,0
-18.559166,9.146017,3
8.554486,-39.81639,2
48.445457,-1.249761,3
-51.969334,25.857746,4
14.3108635,6.848318,3
11.043168,9.815298,3
59.84325,12.129103,0
-17.062883,8.021796,1
44.092308,-1.4621718,0
-44.023823,22.877413,1
45.62179,7.6178937,0
32.304924,4.6309834,0
37.809288,15.78379,0
4.8206477,-0.87678915,3
-44.051167,22.746428,1
28.987648,-2.921995,2
-0.4832078,-16.716782,2
-2.4084318,-12.68753,2
-57.805077,-15.035528,4
72.651215,13.591129,0
-51.8347,10.35891,4
32.565765,-19.619389,3
7.216289,-30.2483,2
-19.52178,-28.244646,2
5.1630945,8.7485075,3
-3.6392016,11.880074,3
11.886579,8.915168,3
7.951261,10.194159,3
20.263441,37.03422,3
8.499143,9.984836,3
-31.323366,14.646337,1
-53.888042,7.856981,4
-50.23466,-5.857048,4
-70.44115,-5.2061768,4
-36.272278,-3.9447029,1
-39.597176,-5.7260966,1
1.6923718,27.563257,3
13.716774,-35.185482,2
-10.710664,-7.3335466,2
0.20510693,14.519225,3
7.3275027,7.7062182,2
8.028586,-19.297678,2
-66.13094,-0.7543659,4
-21.05558,-8.670387,1
35.01313,4.3208613,2
76.02481,1.6479846,0
11.759475,-3.3606186,3
-64.27067,8.850916,4
-12.809055,-27.365,2
2.2672153,7.755694,3
18.47176,4.1315727,3
37.25576,-5.5432577,0
-19.713448,-1.8323989,1
-33.212616,-26.844816,2
-63.42292,9.910064,4
-54.71847,24.159746,4
-67.77158,-4.965831,4
15.658316,-35.103767,2
29.766367,-21.978127,2
29.651571,6.4336452,0
-10.706676,20.315992,3
-26.498213,4.509378,1
46.665974,-4.192583,0
14.603164,13.459953,3
-64.251656,1.782809,4
35.146614,-1.6375148,0
-53.834274,1.5718422,4
35.376835,22.368567,0
13.850242,-15.403178,2
-72.27815,-4.323476,4
-16.985004,22.912102,1
-28.56505,-6.086348,1
28.57741,-3.593892,0
-2.1568258,0.3297686,3
-45.198994,3.776347,4
-14.103816,26.317747,3
75.39075,-1.0202522,0
-54.78146,26.297857,4
-34.922287,18.287537,1
33.148407,-15.406458,0
9.500267,-0.75427246,2
12.435378,-25.171791,2
-7.039418,-15.138857,2
-7.8230944,-7.7325454,1
56.471592,12.72512,0
25.346985,1.0078431,0
31.530672,-6.7602153,0
-3.1851172,-10.574066,2
-5.20573,-13.573276,2
-3.8470345,-0.24907003,2
1.9683226,-21.944273,2
14.985213,-2.3840945,3
-27.495424,20.99434,1
4.2033243,-14.832422,2
10.829005,-16.95187,2
36.134995,2.6032295,0
-4.2182536,-26.087889,2
36.174145,16.415876,0
-8.320645,20.72422,1
40.983765,5.844725,0
61.768017,4.127982,0
46.483418,-1.8090596,3
-23.904991,-0.8283891,1
-24.371723,-22.685675,1
7.1764235,18.404253,3
58.23035,3.445153,0
-67.21579,1.4242814,4
-72.81618,5.1060843,4
14.311884,9.607565,3
-75.10752,5.811801,4
18.542133,-6.13945,2
-41.935287,-9.323673,1
10.55302,4.2783003,3
-40.97149,24.37312,1
-55.46955,5.1140885,4
-45.303688,-5.6131988,1
13.558301,-34.66002,2
35.922985,-17.07851,0
30.45959,-13.663399,2
11.882362,-36.629112,2
9.062645,1.9213634,3
-24.521614,23.406797,1
-73.69487,-8.244406,4
25.514187,2.6527097,2
28.495794,4.1568594,0
-60.17632,-4.074091,4
-65.25635,-16.947746,4
22.705492,-4.150141,2
-2.925659,-10.796917,1
-0.03178719,11.975807,3
60.4184,18.18981,0
15.746276,3.1603181,3
-71.24724,-3.7091553,4
-37.67569,14.740853,1
16.058498,-1.7123286,3
-48.331623,24.811077,1
10.513244,-23.101614,2
-45.325924,-14.476068,1
-56.70919,-17.812864,4
-6.0459023,19.679995,3
20.263453,37.035976,3
13.722644,-15.8717375,2
46.852886,-3.0471327,0
-6.963586,26.999638,3
-74.493195,4.2976074,4
3.314219,-15.41741,2
19.987656,-30.040699,2
6.0551624,10.825018,3
30.704897,-2.8422718,0
31.212706,-4.086363,0
3.6792915,14.346789,3
32.23129,-5.3140135,0
29.489159,2.9342003,0
-35.20057,-4.56271,1
-23.989449,15.662214,1
-0.17971265,-4.398226,3
-14.044716,1.047518,1
-16.060106,35.222187,1
-4.8010783,-30.519411,1
-64.86683,-16.536827,4
22.95962,-36.844402,2
0.07559235,18.807392,3
0.4538466,14.287752,3
-51.73156,-6.087093,4
-2.632174,26.02434,3
39.371876,19.309546,0
-27.69701,-7.029725,1
-33.61853,-26.094711,1
-11.092971,-15.626474,2
-63.984257,-16.259493,4
23.932592,-6.4578977,2
-27.080313,-21.570074,1
16.35111,27.112104,3
24.190657,-20.039028,2
39.18826,11.048877,0
-0.8662937,2.552648,2
-52.22385,-7.609174,4
-51.835976,10.368117,4
-62.92899,1.4677132,4
34.964012,-17.47124,0
-10.503379,29.683567,3
11.371785,2.5952427,3
63.291454,14.132044,0
-2.5817947,39.39783,3
20.28025,10.600935,2
-29.87656,-12.978983,1
66.9099,12.383208,0
-50.102917,8.221802,4
-54.062023,-10.494028,4
-73.37994,-13.20069,4
-40.057198,-4.3321857,1
52.94327,-20.87159,3
43.854897,9.191915,0
-23.9169,-25.994188,2
-33.295998,-26.56833,2
-22.197598,-36.982674,2
12.629919,5.4801326,3
-66.96465,-7.564367,4
-29.771204,25.810537,1
-72.8546,-6.138881,4
-51.102245,7.893272,4
-74.57437,-6.3599424,4
3.2462773,-14.262277,2
41.06285,19.685097,0
-27.698809,-8.566778,1
-18.167727,-31.861643,1
-71.97773,-2.104202,4
33.3099,23.309887,2
-14.3909,-39.930534,2
13.240314,-9.701792,3
7.3444924,-12.553637,2
-73.17744,-9.118922,4
-11.02723,-24.870203,1
35.73735,15.3482065,0
13.589617,29.404585,2
-13.771238,2.9694064,1
-31.677961,22.095627,1
-67.450195,-3.711411,4
27.009893,5.9699078,0
-24.244543,20.087633,1
-10.30582,26.065104,1
6.634608,-9.616899,3
-43.153645,2.79161,1
44.45124,-8.743389,3
-3.5220838,4.226757,2
23.314957,-9.266223,2
32.00647,1.8559451,3
-58.500137,11.696722,4
38.980423,17.183598,0
-57.722847,2.8513749,4
-70.81226,-9.67383,4
-75.39746,-8.445989,4
-53.280308,25.627062,4
-49.867874,-3.2670562,4
-19.974106,9.610866,1
-19.368698,-7.5031943,1
-3.0238094,-5.7092633,2
43.952515,-0.044800024,0
-38.54244,-4.68621,1
-12.301245,20.205965,3
23.69092,3.4510188,3
-66.23076,-7.2844725,4
-44.722996,31.86815,1
-66.139175,0.4706493,4
-9.252181,-14.716608,2
-16.427149,4.425435,2
-35.93472,-17.67722,1
44.31295,7.605391,0
-64.63689,-9.960297,4
-26.407236,2.1348183,1
0.71842873,-21.339033,2
-38.67408,-13.383613,1
-25.778873,6.876585,1
-2.7675543,-9.051233,2
38.76703,-23.570646,2
-67.05669,-12.6318445,4
34.57203,-21.97792,2
9.211628,47.293682,3
-14.598886,-14.240576,2
30.164593,-0.16038376,0
-73.71251,-7.007624,4
17.781141,-11.132748,2
-66.65403,-6.3290534,4
-53.46541,-12.628945,4
-67.92232,-6.41137,4
-63.290928,-4.320259,4
-30.114101,-12.887692,1
-59.68546,-3.6757693,4
61.61676,7.619238,0
63.896515,15.525236,0
-23.207378,0.73330927,1
-21.93523,-6.170646,1
61.218063,10.11514,0
-42.85109,23.636173,1
-69.30745,-5.89355,4
-0.7419639,15.566063,3
-33.245636,-22.566698,1
-22.676548,-14.158764,1
-53.54943,-5.6605363,4
67.01725,21.152542,0
1.5082946,12.730184,3
-38.43786,-15.420164,1
61.537212,13.854939,0
-77.36818,-8.043758,4
36.547783,-24.633776,2
-52.531605,2.2810323,4
-2.578513,39.397015,3
-1.485182,9.54554,3
-53.509537,-5.6048136,4
39.407486,-27.286814,0
-18.857412,4.9024234,1
68.53091,8.358281,0
47.48974,23.678122,0
-65.023445,-6.8779745,4
53.90711,0.9994768,0
0.92278594,30.494576,3
-7.571637,-21.584682,2
15.037761,-21.107397,2
12.28563,27.83581,0
-27.86197,-3.5616202,1
-71.93352,-9.641759,4
-55.114998,-11.577297,4
-12.593253,-0.52660024,3
-17.718332,-35.81438,2
-21.876865,1.8695728,1
-65.89816,-0.5000935,4
63.968307,14.992299,0
3.4412808,-11.668109,3
-36.382843,-7.9644337,1
-15.751962,41.71051,3
